Drug_CID
59671423
145982481
11655576
10437766
145971101
145986571
22312320
17986137
122588288
44276321
44390974
11592579
90655053
155536148
155551376
155564642
162643546
164618179
44275978
44276153
387447
90655062
90655063
90655051
90656734
155522669
155516919
155523462
25067547
44276061
44276128
90655061
90656732
25053219
155542979
86295380
155514184
155561610
162660169
164623710
459977
11556711
90656733
9864840
155523065
155511538
155511869
155545030
462382
44390976
16109811
90655050
90655057
86295381
155548760
155530586
155546649
155553351
11563365
90655059
90655058
155512808
9920246
164619052
164625165
164626325
90655054
90656725
90656727
90656730
155517529
155566776
162659321
164627091
164627509
164621690
10350822
16109815
90655055
86288854
154573606
155516273
155557627
164615504
164619978
44276331
11733963
9862556
90656735
155514568
155563197
155527880
164620137
44276225
73354495
44390975
90655056
90655049
86295383
155551117
155563666
25128324
24871309
145514723
164622930
44276101
90655060
90656729
90656731
155543204
130192878
130192879
1106000
130192939
56897780
130192956
130192881
130192967
56688767
6456508
1356071
5016471
130192935
130192925
130192849
130192916
130192840
2197558
2257445
130192924
130192969
130192911
130192913
130192977
130192978
1298403
2861392
130192985
130192931
130192869
130192987
130192870
4098904
130192820
130192909
26738178
130192874
123578261
130192980
130192867
130192983
130192875
130192876
130192922
56698596
130192981
130192912
130192877
130192880
2273506
130192957
130192852
118545049
130192853
130192966
130192841
130192822
2172298
130192915
130192910
118545086
130192920
45858564
130192926
130192965
3730825
130192848
1367220
130192976
130192882
130192979
2257249
130192929
130192970
46214736
130192932
130192860
130192982
130192842
123720106
16410167
130192953
130192819
130192914
2258834
3764450
130192934
5337111
130192873
130192821
130192986
130192964
130192955
118541117
130192843
5729808
2256732
130192936
130192854
19956256
9840258
10806692
4595
6604914
44323264
44339913
9883287
10807044
10543543
10612110
10849907
10804334
10493076
656665
3510
9905225
10425296
44339912
44339931
44339933
44339934
9839497
10784029
10781678
10517268
10730827
10662023
10496191
10563032
10492280
10589625
132164
44323265
10267187
44339938
44339951
19793443
10780654
10779428
10728865
10731944
6917985
44323245
44323295
54681508
44339932
44339942
19793461
54681514
44340224
44340582
44339976
44340011
44340023
44340030
3073168
19793437
44340583
4168
15681420
2769
10494465
131725
44301583
9904205
671690
637578
14403147
44339926
44339954
182588
44340073
44340205
11832931
4184
5311136
108182
15681450
44361189
19793429
54681510
3073104
44340225
4442
15681447
10734058
6918154
10381889
2837530
14623600
44361157
44361170
44297321
44287643
44360648
44360191
44360645
44360668
44360760
137653229
137661905
137649441
118714664
54587134
136320827
127048051
4122
36314
6438891
155565021
6167
132136455
53380486
53388512
53380485
53380392
53380484
71652400
20959069
20959075
57035201
127048053
9949641
155565997
9796728
5351344
24203959
136670059
134144111
2728441
241903
155524205
127048052
735792
2799619
46837194
46837195
49798659
49798660
5058705
43405538
18981568
46839242
46839243
49798759
49798760
49798761
54757474
122181267
122181268
122181269
122181273
122181274
91755025
122181277
155562330
1512282
275196
162644379
162649413
162651048
162654709
162656031
162656535
162660958
162670843
162675246
162676095
162667039
162672171
5978
37597524
162654027
162661477
8822407
162667098
35971821
139035061
67073846
53018446
5521
5310987
97587
5230
119
96215
16419933
17584168
17589696
17583561
20898357
8035326
5716726
4544996
1472689
4750280
17592416
17596866
20898356
20898350
20898354
5729783
6473658
53172478
22431922
20852541
4219422
4381309
7022252
19616723
6405278
663917
935978
940493
942027
6625347
3824243
2140199
199307
3587591
4551338
3985374
81563
20910318
2998993
46299064
1472807
53045663
53003458
934599
23608595
5308127
52998547
27186918
53045624
53045636
4912184
49867929
46357992
1485500
16195450
942530
8893106
8890763
8850812
8850820
46358021
46357966
2138528
1471567
942802
945656
2016913
16416386
8034685
17589461
17590475
17592302
17584338
6173994
5929427
3734490
2859294
1070147
13375843
2815516
1472683
16414291
211792
944079
665240
664831
17584871
3813308
17198598
757267
2823800
1481793
2779723
17587364
4870619
6419288
5304156
4328122
1477588
4912194
137332060
9915028
25114442
42641861
6451154
118958122
5025739
38101
5281605
3885
3341
45376646
45376644
45376516
24701909
5281672
252439
71458738
222878
459617
45377880
45378188
53392492
50916282
76310231
76317452
76321184
76328366
25138011
76335652
38853
681
97394
655278
10365
6288112
6519698
122191450
9942424
122191467
459531
136053684
136053680
136053677
135567128
136053683
89825693
81750201
71767874
122383780
74766595
25097317
164609461
164614504
164617225
164627614
38441
164619002
52941642
145963683
155522146
155526187
155533645
155552012
155559442
11422034
11327430
135678111
5326976
135589980
135431661
44444843
24857813
9917045
24995525
42604008
135837837
135423438
135476706
45267446
45268287
45268295
45268304
11544170
45270042
11953177
11952989
45271705
25022668
45272590
45273462
45273473
11644425
5083
3501
10077147
129236
9850141
8515
657138
23400934
23401001
11723489
10246246
46224684
11568147
5329102
2338587
672250
3674
5821855
2688431
46889099
756593
46889128
46889129
8856659
45381317
13714290
12440913
10801110
57397197
70685638
2958682
11687981
44141940
66760004
66759828
71455860
71624854
54764565
71537263
71537540
71506845
71537835
71537544
71537834
71536970
71537261
71537836
72698602
90421822
90421307
118720597
118720598
118720599
118720600
118720601
118720602
118720603
86268372
118720604
118721247
118721248
118721249
118721250
118721251
118721253
118721254
118721255
118721256
118721257
118721258
11524857
118721259
6476766
46885197
46884567
11311503
44418795
46197457
16098859
46884565
16098881
46885250
16098865
10097595
6477686
46884564
16098872
46700799
16098875
16098866
452395
46884566
14606828
46197456
452142
46885301
46885302
44418800
16121720
44437475
16098879
46885249
16098874
44437476
155517545
155554358
155556372
2333
255968
96670
6872668
9618155
51660057
40488138
56687639
9563318
7285259
1318
5284373
6140
4778
16755998
9580289
6049
6875210
6872649
6874371
25179521
25147695
25147708
25179518
11592187
11534637
44588155
44588157
52941210
52941211
52942811
52943610
52943977
52946042
11541495
52948506
6134
56659195
56669557
56679721
155510379
155513255
155518319
7568545
155554378
155554894
155510720
155512458
155518448
155518666
155520592
155530852
155537041
155538499
155542403
155546825
155549274
71666730
71666586
164622838
164609193
2734735
164610206
164618172
164620750
162368298
162368307
164622076
11852389
145984220
145984797
145984746
15856125
53469355
22952450
2155996
73294126
73293740
73293739
90675881
118724513
45263348
49865669
4271210
809084
71582883
73293383
73293925
73294128
90655922
90655931
118724525
118724527
16000109
53363341
70677262
73293924
73293929
2534913
39762375
90655948
90655929
90655932
78426192
90675883
